BEN,Billed Entity Name,City,State,Applicant Type,Consulting Firm Name (CRN),C2 Budget Cycle,Child Entity Count,C2 Budget Algorithm,Full Time Students,Library Square Footage,School Student Multiplier,Library Multiplier,C2 Budget,C2 Budget Version,Funded C2 Budget Amount,Pending C2 Budget Amount,Available C2 Budget Amount
132882,MILWAUKEE PUBLIC SCHOOLS,MILWAUKEE,WI,School District,"EDTECH STRATEGIES, LLC (16062713)",FY2026-2030,134,School District Wide (User Selected Aggregate),"68,246",,$201.57 ,,"$13,756,346.22 ",Forecast,$0.00 ,$0.00 ,"$13,756,346.22 "
133013,MADISON METRO SCHOOL DISTRICT,MADISON,WI,School District,E-Rate Central (16060891); E-Rate Consulting Inc. (16043594),FY2026-2030,52,School District Wide,"24,744",,$201.57 ,,"$4,987,648.08 ",Forecast,$0.00 ,$0.00 ,"$4,987,648.08 "
132833,KENOSHA UNIF SCHOOL DIST 1,KENOSHA,WI,School District,,FY2026-2030,40,School District Wide,"21,323",,$201.57 ,,"$4,298,077.11 ",Forecast,$0.00 ,$0.00 ,"$4,298,077.11 "
133193,GREEN BAY AREA PUBLIC SCHOOL DISTRICT,GREEN BAY,WI,School District,E-Rate Central (16060891),FY2026-2030,41,School District Wide,"18,718",,$201.57 ,,"$3,772,987.26 ",Preliminary,$0.00 ,"$1,885,971.04 ","$1,887,016.22 "
132911,RACINE UNIFIED SCHOOL DISTRICT,RACINE,WI,School District,,FY2026-2030,26,School District Wide,"14,982",,$201.57 ,,"$3,019,921.74 ",Forecast,$0.00 ,$0.00 ,"$3,019,921.74 "
133461,APPLETON AREA SCHOOL DISTRICT,APPLETON,WI,School District,,FY2026-2030,39,School District Wide (User Selected Aggregate),"14,485",,$201.57 ,,"$2,919,741.45 ",Forecast,$0.00 ,$0.00 ,"$2,919,741.45 "
132875,WAUKESHA SCHOOL DISTRICT,WAUKESHA,WI,School District,CESA 10 (17026442),FY2026-2030,23,School District Wide,"10,591",,$201.57 ,,"$2,134,827.87 ",Forecast,$0.00 ,$0.00 ,"$2,134,827.87 "
133349,EAU CLAIRE SCHOOL DISTRICT,EAU CLAIRE,WI,School District,"E-Rate 360 Solutions, LLC (16048893); Infinity Communications and Compliance, Inc. (16043605)",FY2026-2030,21,School District Wide,"10,234",,$201.57 ,,"$2,062,867.38 ",Forecast,$0.00 ,$0.00 ,"$2,062,867.38 "
132953,JANESVILLE SCHOOL DISTRICT,JANESVILLE,WI,School District,CESA #11 (17000269),FY2026-2030,22,School District Wide,"9,284",,$201.57 ,,"$1,871,375.88 ",Forecast,$0.00 ,$0.00 ,"$1,871,375.88 "
133456,OSHKOSH AREA SCHOOL DISTRICT,OSHKOSH,WI,School District,"E-Rate 360 Solutions, LLC (16048893); Infinity Communications and Compliance, Inc. (16043605)",FY2026-2030,19,School District Wide,"9,024",,$201.57 ,,"$1,818,967.68 ",Forecast,$0.00 ,$0.00 ,"$1,818,967.68 "
132785,SHEBOYGAN AREA SCHOOL DISTRICT,SHEBOYGAN,WI,School District,,FY2026-2030,24,School District Wide,"9,004",,$201.57 ,,"$1,814,936.28 ",Forecast,$0.00 ,$0.00 ,"$1,814,936.28 "
133006,SUN PRAIRIE AREA SCHOOL DIST,SUN PRAIRIE,WI,School District,,FY2026-2030,16,School District Wide (User Selected Aggregate),"8,278",,$201.57 ,,"$1,668,596.46 ",Forecast,$0.00 ,$0.00 ,"$1,668,596.46 "
132714,ELMBROOK SCHOOL DISTRICT,BROOKFIELD,WI,School District,,FY2026-2030,10,Per Site Basis School District,"7,844",,$201.57 ,,"$1,609,677.52 ",Forecast,$0.00 ,$0.00 ,"$1,609,677.52 "
133196,WAUSAU SCHOOL DISTRICT,WAUSAU,WI,School District,,FY2026-2030,18,School District Wide (User Selected Aggregate),"7,900",,$201.57 ,,"$1,592,403.00 ",Preliminary,$0.00 ,"$159,513.41 ","$1,432,889.59 "
132900,WEST ALLIS-WEST MILWAUKEE SCHOOL DISTRICT,WEST ALLIS,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,14,School District Wide,"7,424",,$201.57 ,,"$1,496,455.68 ",Forecast,$0.00 ,$0.00 ,"$1,496,455.68 "
132969,MIDDLETON-CROSS PLAINS AREA SCHOOL DISTRICT,MIDDLETON,WI,School District,"E-Rate First (16065884); e2e Exchange, LLC (16043595)",FY2026-2030,12,School District Wide,"7,287",,$201.57 ,,"$1,468,840.59 ",Forecast,$0.00 ,$0.00 ,"$1,468,840.59 "
133245,STEVENS POINT AREA SCHOOL DISTRICT,STEVENS POINT,WI,School District,E-Rate First (16065884),FY2026-2030,18,School District Wide (User Selected Aggregate),"7,158",,$201.57 ,,"$1,442,838.06 ",Forecast,$0.00 ,$0.00 ,"$1,442,838.06 "
132899,WAUWATOSA SCHOOL DISTRICT,WAUWATOSA,WI,School District,,FY2026-2030,17,School District Wide,"6,702",,$201.57 ,,"$1,350,922.14 ",Forecast,$0.00 ,$0.00 ,"$1,350,922.14 "
133484,NEENAH JOINT SCHOOL DISTRICT,NEENAH,WI,School District,Fazil Bhimani (16062645),FY2026-2030,15,School District Wide,"6,489",,$201.57 ,,"$1,307,987.73 ",Forecast,$0.00 ,$0.00 ,"$1,307,987.73 "
133467,FOND DU LAC SCHOOL DISTRICT,FOND DU LAC,WI,School District,CESA 9 (16062593),FY2026-2030,14,School District Wide,"6,254",,$201.57 ,,"$1,260,618.78 ",Preliminary,$0.00 ,"$54,864.00 ","$1,205,754.78 "
132848,OAK CREEK-FRANKLIN JT SCH DIST,OAK CREEK,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,10,Per Site Basis School District,"6,253",,$201.57 ,,"$1,260,417.21 ",Forecast,$0.00 ,$0.00 ,"$1,260,417.21 "
133300,LA CROSSE SCHOOL DISTRICT,LA CROSSE,WI,School District,CESA 10 (17026442),FY2026-2030,18,School District Wide,"5,628",,$201.57 ,,"$1,134,435.96 ",Preliminary,$0.00 ,"$229,825.22 ","$904,610.74 "
133241,D C EVEREST AREA SCHOOL DIST,SCHOFIELD,WI,School District,,FY2026-2030,11,School District Wide,"5,612",,$201.57 ,,"$1,131,210.84 ",Forecast,$0.00 ,$0.00 ,"$1,131,210.84 "
133007,VERONA AREA SCHOOL DISTRICT,VERONA,WI,School District,E-Rate First (16065884),FY2026-2030,10,School District Wide (User Selected Aggregate),"5,580",,$201.57 ,,"$1,124,760.60 ",Forecast,$0.00 ,$0.00 ,"$1,124,760.60 "
133194,HOWARD-SUAMICO SCHOOL DISTRICT,GREEN BAY,WI,School District,Fazil Bhimani (16062645),FY2026-2030,8,Per Site Basis School District,"5,530",,$201.57 ,,"$1,114,682.10 ",Forecast,$0.00 ,$0.00 ,"$1,114,682.10 "
132769,OCONOMOWOC AREA SCH DISTRICT,OCONOMOWOC,WI,School District,Telesolutions Consultants LLC (16043677),FY2026-2030,8,School District Wide (User Selected Aggregate),"5,280",,$201.57 ,,"$1,064,289.60 ",Preliminary,$0.00 ,"$180,585.00 ","$883,704.60 "
133147,KIMBERLY AREA SCHOOL DISTRICT,COMBINED LOCKS,WI,School District,E-Rate Central (16060891),FY2026-2030,8,Per Site Basis School District,"5,196",,$201.57 ,,"$1,047,357.72 ",Forecast,$0.00 ,$0.00 ,"$1,047,357.72 "
132923,BELOIT SCHOOL DISTRICT,BELOIT,WI,School District,CESA 10 (17026442),FY2026-2030,15,School District Wide,"5,144",,$201.57 ,,"$1,036,876.08 ",Preliminary,$0.00 ,"$282,289.08 ","$754,587.00 "
132793,HAMILTON SCHOOL DISTRICT,SUSSEX,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,8,Per Site Basis School District,"5,130",,$201.57 ,,"$1,034,054.10 ",Forecast,$0.00 ,$0.00 ,"$1,034,054.10 "
133113,HUDSON SCHOOL DISTRICT,HUDSON,WI,School District,CESA 10 (17026442),FY2026-2030,9,Per Site Basis School District,"5,107",,$201.57 ,,"$1,029,417.99 ",Preliminary,$0.00 ,"$3,750.99 ","$1,025,667.00 "
132800,WEST BEND JOINT SCHOOL DIST 1,WEST BEND,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,9,Per Site Basis School District,"5,031",,$201.57 ,,"$1,014,098.67 ",Preliminary,$0.00 ,"$157,355.92 ","$856,742.75 "
132842,MUKWONAGO AREA SCHOOL DISTRICT,MUKWONAGO,WI,School District,,FY2026-2030,8,Per Site Basis School District,"4,840",,$201.57 ,,"$985,415.23 ",Preliminary,$0.00 ,"$227,901.48 ","$757,513.75 "
133178,MANITOWOC PUBLIC SCHOOL DIST,MANITOWOC,WI,School District,E-RATE ONLINE LLC (16048791),FY2026-2030,10,Per Site Basis School District,"4,704",,$201.57 ,,"$965,056.66 ",Forecast,$0.00 ,$0.00 ,"$965,056.66 "
132829,FRANKLIN PUBLIC SCHOOL DISTRICT,FRANKLIN,WI,School District,,FY2026-2030,7,Per Site Basis School District,"4,635",,$201.57 ,,"$934,276.95 ",Forecast,$0.00 ,$0.00 ,"$934,276.95 "
133254,WISCONSIN RAPIDS SCH DISTRICT,WISC RAPIDS,WI,School District,,FY2026-2030,12,School District Wide (User Selected Aggregate),"4,617",,$201.57 ,,"$930,648.69 ",Preliminary,$0.00 ,"$203,285.25 ","$727,363.44 "
133363,CHIPPEWA FALLS SCHOOL DIST,CHIPPEWA FALLS,WI,School District,CESA 10 (17026442),FY2026-2030,9,Per Site Basis School District,"4,572",,$201.57 ,,"$928,169.35 ",Preliminary,$0.00 ,"$90,809.58 ","$837,359.77 "
132845,MUSKEGO-NORWAY SCHOOL DISTRICT,MUSKEGO,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,6,Per Site Basis School District,"4,600",,$201.57 ,,"$927,222.00 ",Preliminary,$0.00 ,"$380,466.01 ","$546,755.99 "
133011,WAUNAKEE COMMUNITY SCHOOL DISTRICT,WAUNAKEE,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,7,Per Site Basis School District,"4,281",,$201.57 ,,"$877,172.14 ",Forecast,$0.00 ,$0.00 ,"$877,172.14 "
132847,SCHOOL DISTRICT OF NEW BERLIN,NEW BERLIN,WI,School District,QuinteSystems_Inc. (16062882),FY2026-2030,6,Per Site Basis School District,"4,332",,$201.57 ,,"$873,201.24 ",Forecast,$0.00 ,$0.00 ,"$873,201.24 "
133134,UNIFIED SCHOOL DISTRICT OF DE PERE,DE PERE,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,6,Per Site Basis School District,"4,188",,$201.57 ,,"$844,175.16 ",Forecast,$0.00 ,$0.00 ,"$844,175.16 "
133474,HORTONVILLE SCHOOL DISTRICT,HORTONVILLE,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,7,Per Site Basis School District,"4,095",,$201.57 ,,"$842,502.10 ",Forecast,$0.00 ,$0.00 ,"$842,502.10 "
133142,KAUKAUNA SCHOOL DISTRICT,KAUKAUNA,WI,School District,CESA #11 (17000269),FY2026-2030,7,Per Site Basis School District,"4,044",,$201.57 ,,"$815,149.08 ",Preliminary,$0.00 ,"$51,022.73 ","$764,126.35 "
132985,OREGON SCHOOL DISTRICT,OREGON,WI,School District,E-Rate First (16065884),FY2026-2030,7,Per Site Basis School District,"3,973",,$201.57 ,,"$800,837.61 ",Preliminary,$0.00 ,"$5,100.00 ","$795,737.61 "
132940,DE FOREST AREA SCHOOL DISTRICT,DE FOREST,WI,School District,Federal Funds Assistant (16062923),FY2026-2030,7,Per Site Basis School District,"3,949",,$201.57 ,,"$795,999.93 ",Forecast,$0.00 ,$0.00 ,"$795,999.93 "
132760,MENOMONEE FALLS PUB SCH DIST,MENOMONEE FLS,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,6,Per Site Basis School District,"3,934",,$201.57 ,,"$792,976.38 ",Forecast,$0.00 ,$0.00 ,"$792,976.38 "
133159,PULASKI COMMUNITY SCHOOL DISTRICT,PULASKI,WI,School District,,FY2026-2030,7,Per Site Basis School District,"3,836",,$201.57 ,,"$783,845.23 ",Preliminary,$0.00 ,"$275,935.00 ","$507,910.23 "
132728,GERMANTOWN SCHOOL DISTRICT,GERMANTOWN,WI,School District,,FY2026-2030,6,Per Site Basis School District,"3,835",,$201.57 ,,"$773,020.95 ",Forecast,$0.00 ,$0.00 ,"$773,020.95 "
133444,SUPERIOR SCHOOL DISTRICT,SUPERIOR,WI,School District,"ARROWHEAD REGIONAL COMPUTING CONSORTIUM, RMIC REGION II (16062657); CESA 10 (17026442)",FY2026-2030,7,Per Site Basis School District,"3,791",,$201.57 ,,"$764,151.87 ",Forecast,$0.00 ,$0.00 ,"$764,151.87 "
133322,HOLMEN SCHOOL DISTRICT,HOLMEN,WI,School District,CESA 10 (17026442),FY2026-2030,7,Per Site Basis School District,"3,787",,$201.57 ,,"$763,345.59 ",Preliminary,$0.00 ,"$15,487.00 ","$747,858.59 "
133023,MONONA GROVE SCHOOL DISTRICT,MADISON,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,7,Per Site Basis School District,"3,702",,$201.57 ,,"$757,641.13 ",Forecast,$0.00 ,$0.00 ,"$757,641.13 "
133132,WEST DE PERE SCHOOL DISTRICT,DE PERE,WI,School District,Fazil Bhimani (16062645),FY2026-2030,6,Per Site Basis School District,"3,580",,$201.57 ,,"$747,361.06 ",Preliminary,$0.00 ,"$110,832.08 ","$636,528.98 "
133223,MARSHFIELD SCHOOL DISTRICT,MARSHFIELD,WI,School District,CESA 10 (17026442),FY2026-2030,8,Per Site Basis School District,"3,555",,$201.57 ,,"$716,581.35 ",Preliminary,$0.00 ,"$329,567.06 ","$387,014.29 "
132796,MEQUON-THIENSVILLE SCHOOL DIST,MEQUON,WI,School District,CESA 10 (17026442),FY2026-2030,6,School District Wide (User Selected Aggregate),"3,552",,$201.57 ,,"$715,976.64 ",Forecast,$0.00 ,$0.00 ,"$715,976.64 "
17023646,SETON CATHOLIC SCHOOLS,ST FRANCIS,WI,School District,Communications Audit Services (17021966),FY2026-2030,14,School District Wide,"3,529",,$201.57 ,,"$711,340.53 ",Forecast,$0.00 ,$0.00 ,"$711,340.53 "
132972,MILTON SCHOOL DISTRICT,MILTON,WI,School District,"E-Rate 360 Solutions, LLC (16048893); Infinity Communications and Compliance, Inc. (16043605)",FY2026-2030,7,Per Site Basis School District,"3,457",,$201.57 ,,"$710,473.75 ",Forecast,$0.00 ,$0.00 ,"$710,473.75 "
133120,RIVER FALLS SCHOOL DISTRICT,RIVER FALLS,WI,School District,CESA 10 (17026442),FY2026-2030,8,Per Site Basis School District,"3,412",,$201.57 ,,"$708,256.48 ",Preliminary,$0.00 ,"$134,086.06 ","$574,170.42 "
132816,ELKHORN AREA SCHOOL DISTRICT,ELKHORN,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,7,Per Site Basis School District,"3,478",,$201.57 ,,"$701,060.46 ",Preliminary,$0.00 ,"$200,334.46 ","$500,726.00 "
132865,KETTLE MORAINE SCHOOL DISTRICT,WALES,WI,School District,,FY2026-2030,10,Per Site Basis School District,"3,272",,$201.57 ,,"$685,156.50 ",Forecast,$0.00 ,$0.00 ,"$685,156.50 "
132902,SCHOOL DISTRICT OF GREENFIELD,GREENFIELD,WI,School District,"Communications Audit Services (17021966); ERateProgram, LLC (16048902); Educational Consortium for Telecom Savings (16024807)",FY2026-2030,6,School District Wide (User Selected Aggregate),"3,379",,$201.57 ,,"$681,105.03 ",Preliminary,$0.00 ,"$400,688.64 ","$280,416.39 "
133053,BARABOO SCHOOL DISTRICT,BARABOO,WI,School District,,FY2026-2030,9,Per Site Basis School District,"3,162",,$201.57 ,,"$675,682.71 ",Forecast,$0.00 ,$0.00 ,"$675,682.71 "
132798,WATERTOWN SCHOOL DISTRICT,WATERTOWN,WI,School District,"Infinity Communications and Compliance, Inc. (16043605)",FY2026-2030,10,Per Site Basis School District,"3,076",,$201.57 ,,"$664,535.86 ",Forecast,$0.00 ,$0.00 ,"$664,535.86 "
133380,MENOMONIE AREA SCHOOL DISTRICT,MENOMONIE,WI,School District,CESA 10 (17026442),FY2026-2030,8,Per Site Basis School District,"3,217",,$201.57 ,,"$660,685.96 ",Preliminary,$0.00 ,"$20,034.35 ","$640,651.61 "
132718,CEDARBURG SCHOOL DISTRICT,CEDARBURG,WI,School District,CESA 10 (17026442),FY2026-2030,6,Per Site Basis School District,"3,107",,$201.57 ,,"$654,034.15 ",Forecast,$0.00 ,$0.00 ,"$654,034.15 "
133115,NEW RICHMOND SCHOOL DISTRICT,NEW RICHMOND,WI,School District,,FY2026-2030,5,Per Site Basis School District,"3,243",,$201.57 ,,"$653,691.51 ",Preliminary,$0.00 ,"$707,186.89 ","($53,495.38)"
132791,SLINGER SCHOOL DISTRICT,SLINGER,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,5,Per Site Basis School District,"3,234",,$201.57 ,,"$651,877.38 ",Forecast,$0.00 ,$0.00 ,"$651,877.38 "
17005355,CARMEN SCHOOLS OF SCIENCE AND TECHNOLOGY- DISTRICT,MILWAUKEE,WI,School District,Communications Audit Services (17021966),FY2026-2030,6,Per Site Basis School District,"3,230",,$201.57 ,,"$651,071.10 ",Preliminary,$0.00 ,"$308,923.73 ","$342,147.37 "
133224,MEDFORD SCHOOL DISTRICT,MEDFORD,WI,School District,,FY2026-2030,5,Per Site Basis School District,"3,224",,$201.57 ,,"$649,861.68 ",Forecast,$0.00 ,$0.00 ,"$649,861.68 "
133482,MENASHA SCHOOL DISTRICT,MENASHA,WI,School District,Telesolutions Consultants LLC (16043677),FY2026-2030,6,Per Site Basis School District,"3,199",,$201.57 ,,"$644,822.43 ",Forecast,$0.00 ,$0.00 ,"$644,822.43 "
133191,ASHWAUBENON SCHOOL DISTRICT,GREEN BAY,WI,School District,,FY2026-2030,5,Per Site Basis School District,"3,176",,$201.57 ,,"$640,186.32 ",Preliminary,$0.00 ,"$3,175.20 ","$637,011.12 "
132839,LAKE GENEVA-GENOA CITY SCHOOL DISTRICT,LAKE GENEVA,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,7,Per Site Basis School District,"2,910",,$201.57 ,,"$638,654.33 ",Forecast,$0.00 ,$0.00 ,"$638,654.33 "
132895,WHITEFISH BAY SCHOOL DISTRICT,MILWAUKEE,WI,School District,,FY2026-2030,4,Per Site Basis School District,"3,101",,$201.57 ,,"$625,068.57 ",Forecast,$0.00 ,$0.00 ,"$625,068.57 "
132805,BURLINGTON AREA SCHOOL DIST,BURLINGTON,WI,School District,CESA 10 (17026442),FY2026-2030,9,Per Site Basis School District,"2,876",,$201.57 ,,"$611,240.81 ",Forecast,$0.00 ,$0.00 ,"$611,240.81 "
133054,BEAVER DAM UNIF SCHOOL DIST,BEAVER DAM,WI,School District,CESA 10 (17026442),FY2026-2030,8,Per Site Basis School District,"2,840",,$201.57 ,,"$590,539.60 ",Preliminary,$0.00 ,"$60,880.29 ","$529,659.31 "
133338,TOMAH SCHOOL DISTRICT,TOMAH,WI,School District,CESA 10 (17026442),FY2026-2030,12,School District Wide,"2,908",,$201.57 ,,"$586,165.56 ",Forecast,$0.00 ,$0.00 ,"$586,165.56 "
17030816,HOPE CHRISTIAN SCHOOLS,MILWAUKEE,WI,School District,EDUCATIONAL CONSULTING ASSOCIATES (17011185),FY2026-2030,5,Per Site Basis School District,"2,908",,$201.57 ,,"$586,165.56 ",Forecast,$0.00 ,$0.00 ,"$586,165.56 "
133336,SPARTA SCHOOL DISTRICT,SPARTA,WI,School District,CESA 9 (16062593),FY2026-2030,7,Per Site Basis School District,"2,749",,$201.57 ,,"$585,036.71 ",Forecast,$0.00 ,$0.00 ,"$585,036.71 "
133329,SCHOOL DISTRICT OF ONALASKA,ONALASKA,WI,School District,"E-Rate 360 Solutions, LLC (16048893); Infinity Communications and Compliance, Inc. (16043605)",FY2026-2030,6,Per Site Basis School District,"2,852",,$201.57 ,,"$574,877.64 ",Forecast,$0.00 ,$0.00 ,"$574,877.64 "
132994,SAUK PRAIRIE SCHOOL DISTRICT,PRAIRIE DU SAC,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,7,Per Site Basis School District,"2,655",,$201.57 ,,"$565,685.99 ",Forecast,$0.00 ,$0.00 ,"$565,685.99 "
132775,PEWAUKEE SCHOOL DISTRICT,PEWAUKEE,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,4,Per Site Basis School District,"2,765",,$201.57 ,,"$557,341.05 ",Forecast,$0.00 ,$0.00 ,"$557,341.05 "
132856,SCHOOL DISTRICT OF SOUTH MILWAUKEE,S MILWAUKEE,WI,School District,,FY2026-2030,6,School District Wide (User Selected Aggregate),"2,685",,$201.57 ,,"$541,215.45 ",Forecast,$0.00 ,$0.00 ,"$541,215.45 "
132826,GREENDALE SCHOOL DISTRICT,GREENDALE,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,6,Per Site Basis School District,"2,484",,$201.57 ,,"$526,238.77 ",Preliminary,$0.00 ,"$69,521.67 ","$456,717.10 "
133003,STOUGHTON AREA SCHOOL DISTRICT,STOUGHTON,WI,School District,,FY2026-2030,5,Per Site Basis School District,"2,560",,$201.57 ,,"$516,019.20 ",Forecast,$0.00 ,$0.00 ,"$516,019.20 "
133087,REEDSBURG SCHOOL DISTRICT,REEDSBURG,WI,School District,,FY2026-2030,7,Per Site Basis School District,"2,553",,$201.57 ,,"$514,608.21 ",Preliminary,$0.00 ,"$100,284.95 ","$414,323.26 "
132779,PORT WASHINGTON-SAUKVILLE DIST,PORT WASHINGTON,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,5,Per Site Basis School District,"2,447",,$201.57 ,,"$493,241.79 ",Preliminary,$0.00 ,"$498,507.00 ","($5,265.21)"
132903,WHITNALL SCHOOL DISTRICT,GREENFIELD,WI,School District,CESA 10 (17026442),FY2026-2030,5,Per Site Basis School District,"2,364",,$201.57 ,,"$489,149.89 ",Preliminary,$0.00 ,"$42,177.17 ","$446,972.72 "
16081051,GREEN BAY AREA CATHOLIC EDUCATION INC,GREEN BAY,WI,School District,,FY2026-2030,10,Per Site Basis School District,"2,316",,$201.57 ,,"$487,678.40 ",Forecast,$0.00 ,$0.00 ,"$487,678.40 "
152040,THE LUTHERAN HIGH SCHOOL ASSN OF GREATER MILWAUKEE,WEST ALLIS,WI,School District,"Communications Audit Services (17021966); ERateProgram, LLC (16048902)",FY2026-2030,5,Per Site Basis School District,"2,419",,$201.57 ,,"$487,597.83 ",Preliminary,$0.00 ,"$229,953.41 ","$257,644.42 "
132980,MOUNT HOREB AREA SCHOOL DIST,MOUNT HOREB,WI,School District,E-Rate Central (16060891),FY2026-2030,5,School District Wide (User Selected Aggregate),"2,409",,$201.57 ,,"$485,582.13 ",Forecast,$0.00 ,$0.00 ,"$485,582.13 "
133260,RHINELANDER SCHOOL DISTRICT,RHINELANDER,WI,School District,CESA 9 (16062593),FY2026-2030,6,Per Site Basis School District,"2,280",,$201.57 ,,"$470,605.45 ",Preliminary,$0.00 ,"$229,815.76 ","$240,789.69 "
133436,RICE LAKE AREA SCHOOL DISTRICT,RICE LAKE,WI,School District,,FY2026-2030,5,Per Site Basis School District,"2,248",,$201.57 ,,"$464,558.35 ",Forecast,$0.00 ,$0.00 ,"$464,558.35 "
132963,MCFARLAND SCHOOL DISTRICT,MC FARLAND,WI,School District,,FY2026-2030,4,Per Site Basis School District,"2,199",,$201.57 ,,"$443,252.43 ",Forecast,$0.00 ,$0.00 ,"$443,252.43 "
133488,NEW LONDON SCHOOL DISTRICT,NEW LONDON,WI,School District,Communications Audit Services (17021966),FY2026-2030,7,Per Site Basis School District,"2,019",,$201.57 ,,"$442,667.79 ",Forecast,$0.00 ,$0.00 ,"$442,667.79 "
132949,FORT ATKINSON SCHOOL DISTRICT,FORT ATKINSON,WI,School District,Fazil Bhimani (16062645),FY2026-2030,6,Per Site Basis School District,"2,162",,$201.57 ,,"$435,794.34 ",Forecast,$0.00 ,$0.00 ,"$435,794.34 "
133227,MERRILL SCHOOL DISTRICT,MERRILL,WI,School District,CESA 9 (16062593),FY2026-2030,6,Per Site Basis School District,"2,012",,$201.57 ,,"$434,665.49 ",Preliminary,$0.00 ,"$18,586.00 ","$416,079.49 "
133162,SHAWANO SCHOOL DISTRICT,SHAWANO,WI,School District,CESA 10 (17026442),FY2026-2030,5,Per Site Basis School District,"2,078",,$201.57 ,,"$432,911.86 ",Forecast,$0.00 ,$0.00 ,"$432,911.86 "
133048,PORTAGE COMM SCHOOL DISTRICT,PORTAGE,WI,School District,CESA #11 (17000269),FY2026-2030,7,Per Site Basis School District,"1,858",,$201.57 ,,"$432,790.86 ",Preliminary,$0.00 ,"$37,936.05 ","$394,854.81 "
132729,GRAFTON SCHOOL DISTRICT,GRAFTON,WI,School District,,FY2026-2030,4,School District Wide (User Selected Aggregate),"2,147",,$201.57 ,,"$432,770.79 ",Forecast,$0.00 ,$0.00 ,"$432,770.79 "
132976,MONROE SCHOOL DISTRICT,MONROE,WI,School District,,FY2026-2030,5,Per Site Basis School District,"2,139",,$201.57 ,,"$431,158.23 ",Forecast,$0.00 ,$0.00 ,"$431,158.23 "
133502,WAUPACA SCHOOL DISTRICT,WAUPACA,WI,School District,Federal Funds Assistant (16062923),FY2026-2030,7,Per Site Basis School District,"2,043",,$201.57 ,,"$417,330.47 ",Forecast,$0.00 ,$0.00 ,"$417,330.47 "
132922,BELOIT TURNER SCHOOL DISTRICT,BELOIT,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,5,Per Site Basis School District,"2,070",,$201.57 ,,"$417,249.90 ",Forecast,$0.00 ,$0.00 ,"$417,249.90 "
16034028,HMONG AMERICAN PEACE ACADEMY,MILWAUKEE,WI,School,QuinteSystems_Inc. (16062882),FY2026-2030,0,Independent School,"2,070",,$201.57 ,,"$417,249.90 ",Forecast,$0.00 ,$0.00 ,"$417,249.90 "
132886,SHOREWOOD SCHOOL DISTRICT,SHOREWOOD,WI,School District,Communications Audit Services (17021966),FY2026-2030,5,Per Site Basis School District,"1,924",,$201.57 ,,"$413,158.00 ",Preliminary,$0.00 ,"$27,192.60 ","$385,965.40 "
133175,LUXEMBURG-CASCO SCHOOL DIST,LUXEMBURG,WI,School District,CESA 7 (17034970),FY2026-2030,4,Per Site Basis School District,"2,020",,$201.57 ,,"$407,171.40 ",Preliminary,$0.00 ,"$6,232.00 ","$400,939.40 "
133425,HAYWARD COMM SCHOOL DISTRICT,HAYWARD,WI,School District,Cooperative Educational Service Agency 12 (16062644),FY2026-2030,6,Per Site Basis School District,"1,884",,$201.57 ,,"$401,265.37 ",Forecast,$0.00 ,$0.00 ,"$401,265.37 "
132944,EDGERTON COMMUNITY SCHOOL DIST,EDGERTON,WI,School District,,FY2026-2030,4,Per Site Basis School District,"1,934",,$201.57 ,,"$395,822.98 ",Forecast,$0.00 ,$0.00 ,"$395,822.98 "
60459,ARROWHEAD UNION HIGH SCHOOL,HARTLAND,WI,School,,FY2026-2030,0,Independent School,"1,950",,$201.57 ,,"$393,061.50 ",Preliminary,$0.00 ,"$37,845.60 ","$355,215.90 "
17000088,MILWAUKEE COLLEGE PREPARATORY SCHOOL,MILWAUKEE,WI,School District,QuinteSystems_Inc. (16062882),FY2026-2030,4,Per Site Basis School District,"1,928",,$201.57 ,,"$388,626.96 ",Preliminary,$0.00 ,"$18,720.00 ","$369,906.96 "
133093,WAUPUN AREA SCHOOL DISTRICT,WAUPUN,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,4,Per Site Basis School District,"1,883",,$201.57 ,,"$386,349.19 ",Preliminary,$0.00 ,"$263,798.04 ","$122,551.15 "
